label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
b,0.193400457316999,0.6017991270721421,-1.2153936590481749,-0.34831186648548695,-0.16145504486570386,-0.36116971776491985,-0.22803330617092535,1.1991545018496377,-0.6734701911468607,0.8449305103736863,-1.4049956057265918,-0.34304240533634994,0.11997607186784878,0.33851999158510837,0.5054543122724827,0.7091641141931697,-0.31077808345109587,-0.2596389420816972,0.5766424198668975,-0.14393771742814399,-0.9754144198400125,-0.8121425056158046,-0.8457475761102002,0.40398908351400775,0.15616208159361447,0.5755586641957678,-0.38923667005869644,0.08517236073650916,0.4444350020329268,-0.28660164318529524,0.13078592303541417,-0.4734371564288547,-0.2292147441996168,-0.21204531821114628,-0.9974448917307661,0.2609354371516338,-0.3540797564901159,0.09818308416452325,0.46171078587387004,0.2797530552070487,0.4406774240600416,-0.13398147297223514,-0.2600641268322955,-0.08660863399720392,-1.3281904180476298,-1.151585014224055,-1.1232695529948276,-0.8012632371230187,0.2403073556198359,-0.7132728724993617
m,0.0948917609138573,-1.4590028174267475,1.7555049074729845,1.1432484769762392,-1.5762729802745448,-0.8240909306928293,0.31793414965690325,-1.3577686151838033,0.5910120904438079,-1.51276927200426,2.039843399321411,0.994884141751579,-0.04966464540193077,0.6901076324956688,-0.04218274161645275,-1.3961507092781507,0.6049387497090515,-0.6125142635485437,0.25637577483961854,0.08543014220910818,0.7143431281179613,0.12975840221818769,1.8395337248458146,-0.4997688699835019,-0.5184184537796048,-0.8284662926909445,0.8198353701306786,0.24583403236611645,-0.03562406620765827,0.6379584645678132,1.7720507625287822,0.0672880588763492,-0.2457863010072731,-0.5272892520301657,1.4407913034439843,0.7614281743616425,0.2179786034447953,-0.8296428180833902,-1.142831930911339,0.32239776253074653,0.25939489579189273,0.5997835108958789,-0.3532715055724319,0.2827606160959263,1.2977652968389344,1.228898641715498,1.7793780752005823,0.9180877278332426,0.3828712126511206,0.7012712454933794
A,-0.464426205297319,2.0202945274102753,-1.7272644016902934,-1.7595726309517488,3.345032540297257,2.1451714061609115,-0.3014813326275798,0.9648230916080817,-0.20300229534407288,1.7783101781186255,-2.0174187860367456,-1.4740366866323462,-0.07371266633466521,-1.8480601868079705,-0.6405478030615855,1.7423742619826554,-0.7499358391007079,1.5818123978497882,-1.3322781982182936,0.0373768447316228,-0.014209829865630312,0.9067662835675296,-2.422638447503275,0.40869038145561754,0.8004518661848258,0.8122971762053091,-1.0620848812122297,-0.6076044498505854,-0.5661163449106111,-0.8497876046583843,-3.68785452366952,0.5451014011121257,0.8137976723457687,1.3452965585117682,-1.4177026357189073,-1.8778372942414168,0.0764882590061892,1.4982855124227563,1.5963477076958206,-1.0375152731083366,-1.1435226051220462,-0.9929479000768275,1.070306895084243,-0.43453729014859066,-0.6614947928222802,-0.7783759460385818,-1.9063577912517626,-0.6660990931761206,-1.1004845957548972,-0.36380826077346134
p,0.21443570213892274,0.37717135339105623,-0.9586923053026237,-0.16889191434921566,-0.4265650984585194,-0.5074194577515274,-0.18176167521951891,1.007773109189012,-0.5943516896137523,0.6181304252868708,-1.1065159538986475,-0.18801000450619362,0.11507891153278271,0.46198871052399243,0.5124461463334686,0.4978961948470366,-0.21933454105018957,-0.36809731628867415,0.6349702740030777,-0.13378858770712426,-0.8842457367300867,-0.8131276676755989,-0.5649371043107355,0.33251184494032665,0.07475286419738515,0.45446976108722525,-0.2644263749452983,0.12817641278419237,0.45082523409455516,-0.18902998176701455,0.42742183741396333,-0.47539291659572025,-0.27619118372187546,-0.3050959541821369,-0.78676129050417,0.3940536742389023,-0.3278195322316235,-0.03629154328471846,0.28549323128068266,0.3407942872318194,0.49574743242395264,-0.038505020154832814,-0.3256665066179847,-0.042245266073344265,-1.150296637181038,-0.9801987692496478,-0.8600749531393129,-0.671591581552542,0.3102583370392084,-0.6170220444971203
n,-0.2758291450434943,-1.1003400311893772,2.057902844701351,0.6780871283422338,0.023709079460036954,0.42584782566595825,0.38452786074968237,-1.9787645897487596,1.0876470235028082,-1.470973910878495,2.380382450893133,0.6497441750142325,-0.18608551113128385,-0.41049789459924896,-0.7609212931061459,-1.252061040314399,0.5477408018909492,0.30336315612301423,-0.8260753796459378,0.22681676661773997,1.5557400610314736,1.2311679441101777,1.5172805304209873,-0.672478208123287,-0.304821269846982,-0.9741396763785996,0.6946013312039627,-0.09332001063802604,-0.6688592552869712,0.5161794450670757,0.04912053823301562,0.7165546417880558,0.30851232390695743,0.24402187055912686,1.6888846947447216,-0.2847532929217271,0.5590377893816152,-0.26114794385714174,-0.8474369385084273,-0.373441166514758,-0.6225399376446757,0.28291204562482714,0.33976789711350897,0.1683996059856236,2.16325298946085,1.8899191636072443,1.9235720737599353,1.3236867109739694,-0.30616906465914945,1.1623217079162533
N,0.03901373522375937,1.788451376234182,-2.480080056010796,-1.3190719060514868,1.3900528438297253,0.5418636097618998,-0.4544481825634631,2.09127158639717,-1.0114915015510473,2.00195135163253,-2.876931582334402,-1.1745642782633328,0.1273368920172778,-0.42967144386307865,0.37771851788428057,1.8004418451571607,-0.7824548690242366,0.40862689569497684,0.14155636971144517,-0.17733003278145898,-1.3303831150837349,-0.6658013642300549,-2.3130150256706288,0.7447770122550684,0.5969560101207042,1.171736716561826,-1.0390756606384082,-0.17671790516864525,0.33072629272906495,-0.7976834958473585,-1.5965829969742995,-0.3801888102398463,0.08045519856802479,0.3594307897603814,-2.0354285596500143,-0.5492708507966415,-0.4436588104733817,0.8539776804548797,1.394424215365308,-0.11949902540020221,0.047865538250913546,-0.6594594479199462,0.16198954073371236,-0.3265546880083823,-2.1204449394829896,-1.9370335232980538,-2.441229254666005,-1.4076682304158072,-0.20331468214207882,-1.1428559998442265
Y,0.14666332512418664,1.375146336081848,-2.1534245756314796,-0.9524058546829,0.6616246666676101,0.0649069484387612,-0.39803844782497494,1.9286277543133723,-0.9933163000244997,1.6501597545707756,-2.494847969011816,-0.8693518903882276,0.1478242117717469,-0.017731515942664443,0.5352859537554756,1.451237240684763,-0.6323649225624046,0.057181829231503056,0.4511980184147547,-0.19088443080180031,-1.364476559517103,-0.8925364154004265,-1.822127812026565,0.6719217657860137,0.4300677590491099,1.0182690927107636,-0.8245739976116799,-0.04227583113757522,0.4698973604267034,-0.6251119483913864,-0.7952993395938829,-0.5159271558424551,-0.10399698039860486,0.0608687058559179,-1.767311788189806,-0.13385713892504889,-0.47366442103846473,0.5342006161579526,1.0673228617657395,0.11518486100409857,0.3115700419361187,-0.4501613965937579,-0.07902476878563557,-0.23602676142690038,-2.0282134063544035,-1.8128360183092802,-2.0723932097372693,-1.2943674425697353,0.04346305416763821,-1.0914751468589643
",",0.1615322005930797,0.3730075221187808,-0.8413394031060932,-0.19381172427817125,-0.24547204819421686,-0.3494565848680994,-0.15869788062580675,0.8577546467091638,-0.4944083826767145,0.5632882983209677,-0.9718144036412358,-0.20056463397450253,0.09218695706827953,0.3214598449642137,0.4007238412730922,0.4634328089592864,-0.20360062499038295,-0.2527029867578552,0.47966199495681083,-0.10868869188875437,-0.7265383159063893,-0.6392860998809691,-0.5397956227847637,0.2858443279586274,0.08646090070212048,0.3986342824175865,-0.2504070964580097,0.08621514660998664,0.3524561218069025,-0.18184455661158752,0.2354349954335112,-0.3732881229654886,-0.20129659361088784,-0.20837979728510844,-0.6904607520717454,0.26474248213519885,-0.2667906927574776,0.01714046482645292,0.2844443905390338,0.2473360103073284,0.37125367023568256,-0.062727069779648,-0.233886566926135,-0.04830343381630995,-0.9652837655733754,-0.8292707818099218,-0.7659713190390911,-0.57234221014042,0.220288777558745,-0.5180620352894837
k,0.1716585139829664,0.42227541305053645,-0.9287836512711048,-0.22535189157561264,-0.23877138945016482,-0.36181893442702134,-0.1749884958440556,0.9402417789337412,-0.5389984280698393,0.6270382107351016,-1.0730060690070866,-0.23030086723883447,0.09956745207957694,0.333880056635217,0.43012653517395516,0.518219271262645,-0.22753994869795469,-0.26138672032842386,0.5101233837038102,-0.11780485845325238,-0.7896860752773603,-0.6871565172617923,-0.6069001328998699,0.314062458477173,0.10066087884671882,0.44001514108832523,-0.28101948650037073,0.08860922051253621,0.3782944291125518,-0.20473219171946394,0.22499438598791793,-0.40110953562766194,-0.21194852839906497,-0.21519788989049418,-0.7622250923902815,0.2719931186404267,-0.2892952241822552,0.03116718729937539,0.3224810508719476,0.2601095861888616,0.39389016398060067,-0.076479160786501,-0.24521892721548624,-0.05613068102742989,-1.0545606150766083,-0.9077264242691316,-0.8483761204970194,-0.6275690318842734,0.23018892985747888,-0.5660499374207992
s,-0.4826047143502621,0.24561384443988246,0.6903350491655599,-0.43977378785853927,1.8940111530272132,1.5455697670582944,0.1409113310471687,-1.053908511882328,0.7627562447143427,-0.18871491437359644,0.787590200354665,-0.30257148686998425,-0.19128342424703265,-1.3666671787415128,-0.9722595963815128,-0.03243422915304822,0.02108488998350306,1.1310938584297885,-1.4124851869022266,0.20374256286955075,1.2458135351482278,1.5004500799402156,-0.13511489321987066,-0.3128807709378101,0.20299953033689686,-0.32976796503337474,-0.03552028748591656,-0.4157717174400446,-0.85634724394612,-0.060317862594287154,-2.0274704930694107,0.883006220632691,0.7047683226106637,0.9507023803335766,0.566452181347658,-1.2820192012208367,0.4934031424235308,0.6293345715716987,0.21180577133573283,-0.8824893760378903,-1.1426567687354066,-0.3285510608219007,0.8737317636234453,-0.10784582909021878,1.3726052816253544,1.0868119252830617,0.48169470257225544,0.6934141576688269,-0.8635690271209293,0.7328045465091291
z,0.7344368550954974,-0.8640631874368793,-0.3932752027828511,1.0365328706145593,-3.3007373561081548,-2.532867362575927,-0.09431614541466123,1.0599539324683562,-0.9032506303547931,-0.25145988263283464,-0.4358137964275852,0.7855485162728169,0.2607665771964967,2.226270387830133,1.3985025362598575,-0.438081140673208,0.17959627665162212,-1.8569014410501357,2.1421252015335233,-0.266445642288864,-1.5625032818084104,-2.135782086519283,0.8357060471703882,0.2810752616530751,-0.4752295886516805,0.19138370934715682,0.33655696774494004,0.6897552980644686,1.2323053187962585,0.30938960433286106,3.56275963704921,-1.2600490615393687,-1.109790391225668,-1.565086038149279,-0.322590359733405,2.1280230064239336,-0.6413959827846883,-1.203064514175632,-0.7050404429264359,1.3947307897323131,1.7509834327646918,0.685994550597563,-1.39273173096251,0.2550238340359669,-1.5440280924838663,-1.1525664685720007,-0.08172300956818492,-0.688789916775401,1.3882475645733798,-0.821396439917843
n,0.7213602385401567,-1.389459498980989,0.33871509303500047,1.4231825886743217,-3.7034570218941423,-2.6871810119979336,0.03986098129238153,0.44115764555855697,-0.6031179715165964,-0.8411114282317447,0.4132626425435586,1.1301345200412554,0.22266743466848316,2.3481664385029415,1.2841489694531767,-0.9679258914448613,0.4098848955757185,-1.973385539324477,2.0957993082721362,-0.21359595392292471,-1.166945070985274,-1.9349182963172018,1.5158086153355605,0.060906417429516024,-0.6501976902466312,-0.15446382386968316,0.6421627752895497,0.7403738698839748,1.1321618497945503,0.5438893876987761,4.025804068017677,-1.145264158928864,-1.131129166709235,-1.6676925655623052,0.2781616280328717,2.2853885922314774,-0.509226386284567,-1.4522436968175523,-1.114615522134969,1.4269689093138056,1.733117162790219,0.8789371477110052,-1.4375006719777508,0.35074777404964086,-0.915593134882235,-0.5790421461546866,0.6381456170208402,-0.27232120781838454,1.4452090952593308,-0.4827120491168449
H,-0.4827739188462227,-1.0369923761685476,2.410195101043218,0.5209514501520476,0.800057077608407,1.0731229365370725,0.4552357905458641,-2.477253016720796,1.4367700183156777,-1.5980105876261617,2.7834075286236644,0.5478302552761906,-0.27070613239694014,-0.9839979856632707,-1.1847770620716302,-1.3076992129740996,0.5749045673876005,0.7767780268182924,-1.4323956870362373,0.31791700427311076,2.118497437039867,1.8872117628966756,1.5132842849222337,-0.8233442979133914,-0.23201060500997253,-1.1421258228072246,0.7035551135815943,-0.2667242084205323,-1.0421376168618344,0.5089432820544489,-0.7794115935280592,1.102362662864092,0.6075327094907703,0.6415638336237227,1.977966406341861,-0.8193384040337086,0.7799851769120616,-0.012287236140305267,-0.7893770528072342,-0.7474300207695994,-1.1114872592148988,0.1579502633745896,0.709031580779909,0.1299366405269225,2.798480297967811,2.39887499927938,2.185887385930134,1.6524012375251866,-0.6701347359419506,1.501706544546279
z,0.6698598007070374,-0.38839212771177223,-0.8945411219045846,0.6459762718463629,-2.6694213980022266,-2.1627724147317746,-0.1839535860763711,1.410164452934516,-1.0337745236206597,0.20977652733770472,-1.019319091563806,0.45145289335716093,0.262565873073128,1.911128599851966,1.3416517506355703,-0.0021834951688864874,-0.008767097911469483,-1.5830981211686252,1.9598238437027264,-0.2785731262910277,-1.6969151551402863,-2.068342362557684,0.24855666617539582,0.41539105602422305,-0.2978694137894164,0.4276564764398403,0.07665924002178875,0.5826172551699196,1.1817521128995678,0.10479328458481094,2.860369994825766,-1.2175129431869594,-0.9818331862784248,-1.3310385410094907,-0.7340021266837323,1.7965968930602865,-0.6742469141524704,-0.8972794890516232,-0.33104910661259423,1.2299139721040704,1.5871866917498105,0.4740436326630699,-1.2188553433502485,0.1584937365943813,-1.852428983705729,-1.4599541158537026,-0.605523601544519,-0.9269781047434916,1.2058128096537868,-0.9886886885413756
N,0.19790519246981514,0.9064267691481829,-1.633304417818397,-0.5741243795494565,0.08278405697513147,-0.26242052775690033,-0.3045477575619256,1.5494787388849165,-0.8418027023060695,1.1838898509732643,-1.8898365534891248,-0.543726081200996,0.14074962381562967,0.25959772268351505,0.5652988118993881,1.0146071924376752,-0.4434900755157019,-0.18532188449219458,0.594472508062744,-0.17314185098200566,-1.1957527872455718,-0.9185657710837439,-1.2389236325218016,0.5290261013155872,0.25837269307811256,0.7729886121397316,-0.565752693680486,0.053354569496342374,0.49681206584472776,-0.4222554394885346,-0.14909255499939245,-0.5340924514194589,-0.21246771894718203,-0.14686951899522788,-1.340429274025869,0.16208511840786943,-0.4272167138145527,0.24588761950397184,0.6993126926482176,0.25559961143296794,0.4437891825282887,-0.24735140919549023,-0.22873726983154397,-0.14250717592089096,-1.6820681984210992,-1.4755864030238222,-1.5355014627017392,-1.037142198432843,0.20201104565038633,-0.9040330000376177
9,0.15841292408635105,0.36020645901753545,-0.8175877074891493,-0.18587552629045068,-0.2455091111491424,-0.3447726585734644,-0.15426173928915113,0.8349806088817736,-0.4819206371051216,0.546260558945619,-0.9443389460666776,-0.19297973060636103,0.0900604422541361,0.3169244591166209,0.39205963468267374,0.4489180483176341,-0.1972519694349868,-0.24937123040219725,0.47031472095653076,-0.10609187076662933,-0.7087016914069262,-0.6252554741568827,-0.5221775201383706,0.2780971674601969,0.0828924583374389,0.3873915474244943,-0.24234597994141283,0.08520141156972207,0.34484045992602974,-0.17584850674553418,0.23633864653712156,-0.3651237312743397,-0.19783489039633936,-0.20570650214800695,-0.6709681375116351,0.26165140683771604,-0.2603888353932625,0.014008266622372003,0.2745818043771293,0.24315060726845356,0.36422233785640873,-0.059392024697140444,-0.23009022878490956,-0.04633274371058728,-0.9404227244337028,-0.8075325014310788,-0.7437430811513676,-0.5571056980779093,0.21688040959495536,-0.5047033560776137
^,0.6994615986944867,-1.50005870579058,0.533253778152802,1.4944273812944202,-3.7214079754218883,-2.6619421130422225,0.0760837497030228,0.25827675064217087,-0.5045599141239299,-0.9834287298080449,0.6384030648126836,1.1971292967257283,0.20645588923808506,2.322518394297733,1.219893467775243,-1.0904357580167203,0.46340562192274154,-1.9557279131265684,2.029863711501246,-0.19352108713577387,-1.0276275365838594,-1.830175194969446,1.6661366414721297,-0.0017300476645851104,-0.6822812646754673,-0.246519692765304,0.7107000470926078,0.735668220120946,1.0756988704666022,0.5951846927614802,4.05233017003987,-1.0844065347633658,-1.1084020209884362,-1.6539264571408832,0.437817110408008,2.271172852823195,-0.4596538189965746,-1.484606239163362,-1.200036940849024,1.3997733832384136,1.684264459932301,0.9102150648116669,-1.4135155388863616,0.36842640270729693,-0.7180215031619837,-0.4052313763562396,0.8217369576294685,-0.149859636392637,1.424412007777854,-0.37650595622876887
